Client_ID,Industry,Loan_Amount_EUR,Self_Reported_Emissions_Tons,Audited_Emissions_Tons,Azure_Security_Flag,ESG_Risk_Rating,Emissions_Discrepancy_%,Predicted_Fraud_Probability_%
CLI-0973,Agriculture,25673855.68,9055.87,8943.42,0,24.1,-1.24,13.0
CLI-0974,Agriculture,26696195.32,6712.57,6443.49,0,16.9,-4.01,4.0
CLI-0975,Manufacturing,30269572.26,27788.09,28129.76,0,10.1,1.23,1.0
CLI-0976,Manufacturing,48175909.91,45218.24,44978.01,0,18.1,-0.53,0.0
CLI-0977,Agriculture,54064657.89,17853.93,18350.24,0,14.7,2.78,2.0
CLI-0978,Energy,57543407.76,36917.01,35885.07,0,26.4,-2.8,17.0
CLI-0979,Retail,48279686.24,33274.41,32158.27,0,16.7,-3.35,1.0
CLI-0980,Retail,22347379.27,46646.19,46209.27,0,26.6,-0.94,11.0
CLI-0981,Retail,42847408.83,41228.07,42986.8,0,10.0,4.27,0.0
CLI-0982,Manufacturing,29068171.82,28763.66,29368.91,0,16.2,2.1,1.0
CLI-0983,Manufacturing,19006884.21,33194.49,32925.36,0,14.8,-0.81,0.0
CLI-0984,Energy,51247936.87,45020.94,45098.7,0,14.7,0.17,0.0
CLI-0985,Retail,7113449.19,20576.42,19720.88,0,11.4,-4.16,0.0
CLI-0986,Retail,54596909.57,17012.94,17837.35,0,13.7,4.85,1.0
CLI-0987,Agriculture,30381260.55,1529.74,2447.35,1,29.0,59.98,57.0
CLI-0988,Manufacturing,40046081.22,41501.0,41857.11,0,15.8,0.86,0.0
CLI-0989,Retail,41264465.72,40248.05,50941.53,1,33.0,26.57,98.0
CLI-0990,Energy,54231475.74,6118.27,5919.29,0,17.5,-3.25,7.0
CLI-0991,Energy,40016832.52,29266.01,46498.37,1,35.0,58.88,100.0
CLI-0992,Retail,38766347.16,23735.1,24251.48,0,28.1,2.18,6.0
CLI-0993,Manufacturing,8665862.23,6816.75,11357.34,1,31.6,66.61,96.0
CLI-0994,Energy,33512441.21,49047.84,76941.33,1,30.5,56.87,93.0
CLI-0995,Agriculture,13259295.04,11520.1,11034.67,0,12.1,-4.21,0.0
CLI-0996,Energy,45558857.28,4294.47,6006.03,1,36.6,39.85,100.0
CLI-0997,Logistics,33172205.64,30147.52,31618.76,0,11.2,4.88,1.0
CLI-0998,Logistics,42412527.86,37204.47,36792.95,0,16.0,-1.11,0.0
CLI-0999,Manufacturing,7292009.53,2589.73,2649.97,0,16.0,2.33,1.0
CLI-1000,Retail,9663560.88,33277.16,33891.87,0,16.4,1.85,1.0
